uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
218,104,83,2,0,10.31,415,98,ID,9.5,no,229,350-4297,73,27.08,17.2,no,2.57,202.3,3,159.3,0
219,136,88,4,0,5.98,415,72,NJ,13.4,no,132.9,347-8659,118,51.26,21.9,no,3.62,257.7,2,301.5,1
220,98,53,2,0,6.35,415,125,OR,18.4,no,141.1,386-1418,116,31.42,18.39,no,4.97,216.4,3,184.8,0
221,96,70,3,0,11.71,415,90,RI,7.6,no,260.2,369-4962,113,22.9,20.05,no,2.05,235.9,6,134.7,0
222,60,51,1,0,7.59,408,64,WI,8.9,no,168.6,350-7288,134,33.63,18.79,no,2.4,221,5,197.8,0
223,95,137,1,0,13,510,82,VT,0,no,288.8,348-9145,78,16.58,16.64,no,0,195.8,0,97.5,0
224,110,70,1,0,11.12,415,87,AL,13.2,no,247.1,345-7014,105,39.15,6.62,no,3.56,77.9,4,230.3,0
225,89,101,4,0,8.83,415,89,VT,11.6,no,196.3,407-2292,77,26.15,19.89,no,3.13,234,2,,0
226,107,94,3,28,,415,86,WV,9.9,no,225.6,396-1106,86,15.76,10.86,yes,2.67,127.8,4,92.7,0
227,97,76,0,0,10.6,415,95,NE,7.7,no,235.5,334-6519,105,46.36,20.09,no,2.08,236.4,2,272.7,1
228,103,111,2,0,8.53,415,102,SC,7.7,no,189.6,350-2565,105,18.77,11.67,no,2.08,137.3,6,110.4,0
229,77,82,6,0,8.43,415,79,NY,9.4,no,187.4,356-5475,98,28.41,11.2,no,2.54,131.8,1,167.1,1
230,101,43,1,0,11.92,415,121,LA,5.9,no,264.8,330-2849,104,41.12,11,no,1.59,129.4,3,,0
231,61,138,2,0,6.58,510,60,RI,11,yes,146.2,411-6823,114,48.65,15.91,no,2.97,187.2,4,286.2,1
232,104,95,1,0,10.64,415,95,WV,,no,236.5,356-7511,80,22.85,12.95,no,2.54,,3,134.4,0
233,104,139,3,0,9.14,415,96,WY,13,no,203.2,337-7501,101,32.78,19.92,no,3.51,,3,192.8,0
234,72,79,1,0,10.94,510,102,OK,8.4,no,243.2,381-4565,107,24.99,14.08,no,2.27,165.7,9,147,0
235,135,97,1,24,3.18,415,58,WY,11,no,70.6,405-7146,79,22.64,18.46,yes,2.97,217.2,3,133.2,0
236,116,151,0,0,11.97,408,138,LA,9.8,no,265.9,401-3926,101,30.38,24.83,no,2.65,292.1,4,178.7,0
237,103,121,3,0,9.94,510,117,MD,9.8,no,220.8,369-5526,103,32.42,15.6,no,2.65,183.5,4,190.7,0
238,108,70,2,0,8.82,415,116,WI,8.6,no,196.1,379-9859,96,26.59,14.54,no,2.32,171,4,156.4,0
239,100,62,1,0,,510,99,ND,5.6,no,263.2,340-6339,109,27.18,14.64,no,1.51,172.2,4,159.9,0
240,81,97,0,0,6.78,408,51,MA,4.2,no,150.7,402-2728,110,36.99,27.24,no,1.13,320.5,3,217.6,0
241,57,151,0,0,12.11,415,88,CA,12.4,yes,269.2,357-1909,95,37.06,9.72,no,3.35,,1,218,1
242,103,10,2,0,9.29,510,77,MT,8.7,no,206.4,374-5965,73,31.11,18.26,no,2.35,214.8,6,183,0
243,130,55,1,0,,415,54,SD,9.1,no,141.7,390-3761,83,41.74,16.38,no,2.46,192.7,4,245.5,0
244,78,108,2,0,9.76,415,109,SD,,no,217,390-9986,83,40.83,19.58,no,1.4,230.3,1,240.2,0
245,68,77,1,0,10.64,510,86,WV,,no,236.5,355-4143,137,11.51,16.63,no,3.24,195.7,2,,0
246,116,101,1,0,9.33,415,114,MO,7.3,yes,207.3,375-3341,109,26.59,11.08,no,1.97,130.4,5,156.4,0
247,108,101,0,0,10.04,415,98,PA,11.6,yes,223,368-2074,100,32.93,15.86,no,3.13,,8,193.7,0
248,113,89,1,32,10.09,415,104,VA,8.7,no,224.2,414-6219,92,35.68,21.23,yes,2.35,249.8,7,209.9,0
249,96,30,2,0,8.1,510,122,WV,9.1,no,180.1,411-8043,89,27.59,20.74,no,2.46,244,4,162.3,0
250,93,64,0,33,11.13,510,104,NC,8.1,yes,247.4,341-2603,109,21.62,13.85,yes,2.19,162.9,13,127.2,0
251,55,64,1,0,12.39,415,79,NY,13.3,yes,275.4,345-9140,102,58.96,21.21,no,3.59,249.5,9,346.8,1
252,112,118,0,0,9.36,415,60,ID,7.9,no,207.9,335-3320,155,23.87,15.9,no,2.13,187.1,1,140.4,0
253,102,138,3,0,9.35,510,106,SD,5,no,207.7,350-6473,75,21.61,21.05,no,1.35,247.7,3,,0
254,96,144,2,48,9.64,408,67,SD,6.5,no,214.2,339-3049,106,32.27,10.49,yes,1.76,123.4,2,189.8,1
255,67,88,1,0,6.37,415,127,IA,10.8,no,141.5,410-2015,142,19.33,14.03,no,2.92,165.1,3,113.7,0
256,77,47,2,37,10.44,415,102,NY,7.8,no,232,391-1348,87,27.8,17.26,yes,2.11,203.1,4,163.5,0
257,122,156,1,0,8.36,510,91,IN,7.7,no,185.7,329-8669,151,40.41,15.43,no,2.08,181.5,4,237.7,0
258,102,67,1,0,9.65,415,95,NM,8.6,no,214.5,404-7518,106,36.64,16.21,no,2.32,190.7,6,215.5,0
259,77,123,0,0,10.21,408,92,NJ,12,no,226.9,336-1749,120,27.12,25.82,no,3.24,303.8,4,159.5,0
260,82,145,1,0,11.29,408,103,WY,3.3,no,250.8,405-6559,109,39.03,11.74,no,0.89,138.1,3,,0
261,130,170,0,37,10.93,510,103,ID,13,no,243,343-2465,93,30.28,20.64,yes,3.51,242.8,4,,0
262,113,71,3,0,8.19,415,94,NV,13.6,yes,182.1,352-8327,111,30.29,14.26,no,3.67,167.8,3,,1
263,125,43,1,0,9.66,415,89,WV,11.1,no,214.7,393-4949,102,28.63,20.72,no,3,,2,168.4,0
264,89,34,2,0,8.02,415,71,MA,11,no,178.2,374-1981,76,49.93,23.16,no,2.97,272.5,10,293.7,1
265,83,16,5,0,7.73,415,122,WY,10.5,no,171.7,400-3197,80,29.7,23.87,no,2.84,280.8,8,174.7,0
266,81,115,1,0,9.79,510,106,OH,11.8,yes,217.5,348-1163,107,58.7,17.29,no,3.19,203.4,8,345.3,1
267,125,176,2,0,7.34,408,90,OK,10.5,no,163.1,367-7039,107,8.06,14.26,no,2.84,,8,47.4,0
268,115,119,2,0,9.76,408,99,PA,13.9,no,216.8,342-4122,86,48.81,13.54,no,3.75,159.3,1,287.1,1
269,102,36,2,29,8.42,510,76,MI,9,no,187.2,400-3637,113,47.84,17.19,yes,2.43,202.2,6,281.4,0
270,65,107,1,0,4.83,415,80,WA,8.5,no,107.3,411-7110,88,39.17,21.88,no,2.3,257.4,3,230.4,0
271,115,120,1,27,10.93,510,91,NY,0,no,242.9,405-5083,121,21.85,13.91,yes,0,163.7,0,128.5,0
272,92,102,2,0,11.29,415,123,DC,9.7,no,250.9,402-9704,131,31.76,14.76,no,2.62,173.7,4,186.8,0
273,97,79,3,0,11.55,408,48,MO,6,no,256.7,411-5958,83,44.49,17.9,no,1.62,210.6,3,,1
274,140,92,1,0,10.49,415,105,ID,,yes,233.2,359-6196,117,29.43,20.43,no,2.43,240.3,5,173.1,0
275,120,47,0,0,6.87,510,123,KS,13.3,yes,152.6,418-5300,96,8.13,15.21,no,3.59,178.9,7,47.8,1
276,117,147,0,0,9.4,415,93,FL,10.6,no,208.8,396-5800,133,26.37,20.37,no,2.86,,4,155.1,0
277,113,93,2,19,3.2,510,105,CA,12.5,no,71.1,368-6488,95,23.26,15.26,yes,3.38,179.5,3,136.8,0
278,105,87,3,0,11.02,415,102,TX,9.9,no,244.9,420-7301,106,28.75,14.44,no,2.67,169.9,10,169.1,0
279,97,36,3,0,11.69,415,104,RI,7,no,259.7,366-8382,110,39.97,16.73,no,1.89,196.8,7,235.1,0
280,102,130,0,0,10.43,408,107,TN,6.1,no,231.7,401-2581,99,21.59,17.59,no,1.65,206.9,6,127,0
281,104,138,4,0,7.54,510,114,DE,9.6,yes,167.5,380-7816,95,7.91,15.81,no,2.59,186,4,,1
282,82,40,0,0,6.93,408,97,NY,9.6,no,154,416-7591,86,41.23,19.8,no,2.59,232.9,7,242.5,0
283,84,97,3,0,8.64,408,86,AZ,12.8,no,191.9,386-3596,83,28.85,14.1,no,3.46,165.9,6,169.7,0
284,99,95,1,0,11.04,408,106,KY,12.5,no,245.3,401-7594,102,22.95,15.61,no,3.38,183.6,9,135,0
285,74,41,3,0,10.19,415,88,NM,10.9,no,226.5,327-8495,119,39.46,27.8,no,2.94,327.1,2,,1
286,74,109,2,0,11.89,415,75,SC,9,no,264.3,360-1745,94,37.83,14.42,no,2.43,169.7,3,,0
287,105,118,0,42,12.18,415,105,NM,10.4,no,270.6,372-8925,105,25.28,14.22,yes,2.81,,7,148.7,0
288,126,63,0,0,,415,98,RI,10.6,no,232.5,371-1187,73,30.69,19.55,no,2.86,230,3,180.5,0
289,110,121,0,20,10.73,510,120,RI,,no,238.5,336-1353,107,36.02,18.28,yes,2.54,,2,211.9,0
290,68,159,0,0,6.3,415,74,WY,,no,140.1,391-2159,111,28.46,12.22,no,2.78,,3,167.4,1
291,97,97,1,28,11.59,415,84,FL,6.7,no,257.6,415-2285,64,34.39,5.88,yes,1.81,69.2,3,202.3,0
292,80,146,3,32,6.67,415,91,AL,8.2,no,148.2,358-1129,107,26.18,15.77,yes,2.21,185.5,4,154,0
293,133,66,4,0,6.84,510,121,AZ,9.5,no,151.9,337-8618,100,26.18,16.91,no,2.57,198.9,3,154,1
294,82,71,1,23,12.08,510,136,MT,14.1,no,268.4,363-1366,154,29.87,22.01,yes,3.81,258.9,7,175.7,0
295,74,93,3,0,,408,88,NE,6.6,no,252.2,332-4291,120,25.91,23.34,no,1.78,274.6,5,152.4,0
296,107,132,1,0,9.27,408,121,NM,11.5,no,206.1,415-5008,79,28.88,17.8,no,3.11,209.4,2,169.9,0
297,89,112,4,31,11.24,415,117,SC,,no,249.7,408-5601,87,38.28,21.83,yes,3.11,256.8,1,225.2,0
298,80,103,1,34,8.27,415,108,DE,11.8,no,183.8,346-5053,77,23.6,12.07,yes,3.19,142,7,,0
299,117,150,1,0,10.92,415,89,HI,,no,242.6,370-1465,99,36.38,16.35,no,2.13,192.4,4,214,0
300,91,129,2,0,5.01,415,106,IL,9.2,no,111.4,395-1718,101,33.73,22.5,no,2.48,264.7,2,198.4,0
301,100,131,1,33,11.4,408,85,ND,5.2,no,253.4,393-9548,124,30.11,16.49,yes,1.4,194,5,177.1,0
302,74,157,1,0,8.86,415,96,CO,,no,196.8,388-7701,81,33.32,18.14,no,2.13,,6,196,0
303,54,98,1,23,8.28,415,83,MS,10.8,yes,184,336-7155,90,41.74,24.88,yes,2.92,292.7,7,,0
304,98,92,2,0,9.07,510,143,TX,9.4,no,201.6,336-9901,135,23.77,14.87,no,2.54,174.9,7,139.8,0
305,113,75,3,0,8.41,415,122,OK,10.1,yes,186.9,330-6626,121,28.34,12.61,no,2.73,148.3,3,166.7,0
306,119,117,1,0,13.46,415,91,NE,10.1,no,299,354-3436,105,17.48,17.57,no,2.73,206.7,7,,0
307,108,105,1,0,13.22,415,124,NM,10.8,no,293.7,362-7870,72,32.93,15.57,no,2.92,,5,193.7,0
308,103,120,2,0,7.64,415,86,FL,10.2,no,169.7,336-3738,70,31.37,17.77,no,2.75,209,6,184.5,0
309,88,137,2,0,13.05,408,86,KS,14.5,no,289.9,352-8202,84,35,17.79,no,3.92,209.3,4,205.9,0
310,100,113,2,0,8.01,510,67,AZ,9.2,no,178.1,403-9719,135,21.88,19.3,no,2.48,227.1,4,128.7,1
311,102,98,3,0,8.45,408,85,GA,9.4,no,187.8,372-9976,135,21.47,14.18,no,2.54,166.8,2,126.3,0
312,107,63,1,29,10.8,415,56,NC,6.6,no,240.1,347-7420,91,24.19,10.09,yes,1.78,118.7,8,142.3,0
313,119,65,4,34,9.66,415,106,KS,12.5,no,214.6,392-4680,87,35.5,12.08,yes,3.38,142.1,4,208.8,0
314,104,64,0,48,6.63,510,101,MO,4.5,no,147.4,389-1475,89,16.05,11.58,yes,1.22,136.2,4,94.4,0
315,110,127,1,0,8.2,408,100,MA,7.7,yes,182.2,371-9457,138,30.07,14.27,no,2.08,167.9,2,176.9,1
316,122,96,3,0,9.56,510,116,NJ,9.8,no,212.4,368-6111,89,25.5,18.57,no,2.65,218.5,1,,0
317,138,87,1,36,10.24,408,102,IL,10.8,yes,227.6,417-1360,97,29.1,15.79,yes,2.92,185.8,3,171.2,0
318,76,100,0,0,9.88,510,74,OH,8.3,no,219.5,385-8997,126,47.26,15.02,no,2.24,176.7,4,278,1
319,113,54,1,0,12.04,415,156,MD,11.7,no,267.6,408-6302,117,46.55,10.17,no,3.16,119.6,3,273.8,0
320,106,166,1,0,,415,118,ID,12.4,no,206.1,385-1830,102,37.52,15.11,no,3.35,177.8,9,220.7,0
321,102,108,0,0,11.31,415,127,NJ,10.6,no,251.4,339-4068,104,40.68,18.99,no,2.86,223.4,6,239.3,0
322,94,22,3,23,5.8,510,59,CO,12.7,no,128.8,327-1319,102,30.96,13.99,yes,3.43,164.6,4,,0
323,80,111,2,0,11.07,510,94,UT,6.4,no,246,347-4982,107,32.52,11.77,no,1.73,138.5,3,191.3,0
324,48,28,6,0,11.77,415,112,MT,8.3,no,261.6,357-9136,122,20.69,10.69,no,2.24,125.8,2,121.7,1
325,85,93,1,31,8.67,415,100,MA,10.7,no,192.7,368-3287,87,40.32,18.11,yes,2.89,213.1,4,237.2,0
326,105,13,3,21,11.7,510,71,MN,,no,260.1,338-7120,123,53.65,17.76,yes,3.27,,3,315.6,0
327,77,160,1,0,10.29,408,117,NY,5.6,no,228.6,352-6084,117,36.86,17.62,no,1.51,207.3,2,216.8,0
328,108,107,3,0,6.98,415,110,CO,13.4,no,155,336-5495,102,34.77,13.8,no,3.62,162.4,1,204.5,0
329,109,47,1,28,9.17,415,94,ID,,no,203.8,365-4387,109,29.39,11.7,yes,2.24,137.6,6,172.9,0
330,88,85,4,17,7.46,408,75,MT,9.3,no,165.7,372-4868,116,15.27,19.82,yes,2.51,233.2,7,89.8,1
331,98,62,0,0,9.81,415,95,WA,,no,218,422-3454,122,17,14.75,no,2.73,173.5,4,100,0
332,78,103,1,37,,415,108,CO,10.6,no,244.7,420-7066,110,26.1,20.56,yes,2.86,241.9,3,153.5,0
333,126,121,0,0,9.4,415,82,SC,,no,208.8,415-6347,81,24.62,17.05,no,3.59,200.6,9,144.8,1
334,106,139,5,0,8.71,510,98,MN,,no,193.6,374-9107,125,22.85,17.96,no,2.75,211.3,2,134.4,1
335,68,67,1,31,9.89,510,73,NE,13.2,no,219.8,362-7951,99,29.78,16.93,yes,3.56,199.2,6,175.2,0
336,97,75,2,37,11.19,510,110,AZ,,no,248.7,385-7387,97,20.66,23.07,yes,3.05,271.4,5,121.5,0
337,129,84,1,0,8.39,510,112,IL,8.5,no,186.5,378-1303,118,30.86,11.11,no,2.3,130.7,4,181.5,0
338,103,80,1,0,11.03,415,109,VT,10.7,no,245.1,342-7514,88,27.3,20.15,no,2.89,237,1,160.6,0
339,66,76,1,33,7.46,510,65,VA,10,no,165.7,356-2992,108,32.25,18.09,yes,2.7,212.8,5,189.7,0
340,104,183,1,31,8.84,415,74,SD,,no,196.5,372-2990,85,29.1,16.46,yes,2.75,193.6,4,171.2,0
341,119,63,1,34,,510,91,WI,,no,195.7,395-1693,103,25.87,19.3,yes,3.32,227.1,5,152.2,0
342,109,93,0,0,9.79,408,100,MD,,yes,217.6,360-3324,74,53.04,11,no,2.84,129.4,2,312,1
343,84,116,1,0,10.79,408,113,MN,12,no,239.8,408-6266,145,33.64,14.29,no,3.24,168.1,6,,0
344,144,30,1,0,,415,118,NM,11.4,no,169.7,405-8370,93,28.88,19.14,no,3.08,225.2,7,169.9,0
345,111,94,2,0,8.46,415,67,AZ,10.5,no,187.9,366-9015,89,37.54,13.28,no,2.84,156.2,4,,0
346,125,92,0,0,8.15,415,111,PA,11.7,yes,181.2,409-2917,101,43.49,12.13,no,3.16,142.7,3,255.8,0
347,75,111,2,0,10.33,408,106,MT,12.8,no,229.5,400-1636,94,24.19,10.44,no,3.46,122.8,9,142.3,0
348,74,23,1,0,11.83,510,95,ME,,no,262.9,376-9607,126,19.23,14.35,no,1.86,168.8,2,,1
349,128,96,1,0,8.05,415,87,OH,14.9,no,178.9,347-6812,92,18.12,24.21,no,4.02,284.8,7,106.6,0
350,121,155,1,26,6.6,415,123,HI,11.1,yes,146.7,346-8362,89,35.99,11.83,yes,3,139.2,3,211.7,0
351,108,71,3,0,11.85,510,92,MA,10.1,no,263.3,419-5171,126,49.37,21.58,no,2.73,253.9,5,,1
352,112,105,2,21,12.03,415,43,MA,8.7,no,267.4,354-4448,93,24.99,16.77,yes,2.35,197.3,3,,0
353,102,193,1,17,9.23,408,81,VT,,no,205.1,415-4857,129,21.08,17.25,yes,3.32,202.9,3,124,0
354,93,99,2,33,7.46,415,102,SC,10.6,no,165.7,329-2204,96,30.45,20.26,yes,2.86,238.3,1,179.1,0
355,102,172,1,47,11.03,408,118,NC,8.8,no,245,331-5962,123,46.73,15.86,yes,2.38,186.6,2,274.9,0
356,71,190,1,26,,415,88,RI,9.9,no,175.1,361-1315,103,19.84,12.4,yes,2.67,145.9,3,116.7,0
357,107,137,1,0,6.48,415,75,CO,7.5,no,143.9,379-4257,127,21.59,27.47,no,2.03,323.2,2,127,0
358,92,80,2,0,6.94,510,97,OR,7.6,no,154.2,331-4807,66,34.63,18.39,no,2.05,216.4,5,203.7,0
359,96,119,2,0,10.8,415,80,FL,9.8,no,240,345-7117,102,18.56,13.01,no,2.65,,5,109.2,0
360,140,172,3,0,11.91,415,84,LA,7.1,no,264.6,392-8905,83,36.67,12.44,no,1.92,146.3,1,215.7,0
361,100,91,3,0,4.04,415,107,IL,9.9,no,89.7,373-4483,89,32.18,20.34,no,2.67,239.3,3,189.3,0
362,95,157,3,0,6.82,415,119,HI,2.2,no,151.6,333-7961,79,46.95,14.09,no,0.59,165.8,4,276.2,0
363,104,61,1,0,10.38,408,131,NE,17.3,no,230.6,420-8897,106,45.41,15.33,no,4.67,180.4,4,267.1,1
364,111,82,2,29,7.62,510,137,ME,9.5,no,169.3,381-9049,92,35.22,21.6,yes,2.57,254.1,5,207.2,0
365,95,53,3,0,10.99,415,131,MI,11.6,no,244.3,346-5707,128,9.78,22.57,no,3.13,265.5,6,57.5,0
366,84,152,1,0,,510,88,WA,11.8,no,153.2,337-4403,121,27.44,13.91,no,3.19,163.6,5,161.4,0
367,112,68,1,0,10.52,415,100,UT,8.4,no,233.8,403-8916,97,36.36,22.14,no,2.27,260.5,3,,1
368,90,88,1,0,6.44,415,87,AL,7.5,no,143,352-5393,100,30.92,12.88,no,2.03,151.5,3,181.9,0
369,36,82,4,0,8.64,408,134,NE,5.7,no,192.1,343-2741,104,31.59,23.5,no,1.54,,7,185.8,0
370,117,93,1,38,8.69,510,122,NJ,14,yes,193.2,384-5632,125,38.37,10.17,yes,3.78,119.6,7,225.7,1
371,111,197,3,0,,510,102,NJ,10.6,no,227.3,372-8405,86,26.32,14.58,no,2.86,171.5,2,154.8,0
372,87,99,4,0,8.59,415,76,AZ,8.7,no,190.9,327-3954,113,33.69,17.62,no,2.35,207.3,3,198.2,0
373,94,76,1,0,7.69,510,80,NC,10,no,170.8,421-8141,114,28.17,21.88,no,2.7,257.4,4,165.7,0
374,113,113,1,0,9.49,510,80,VT,9.9,no,211,359-7648,87,35.22,21.76,no,2.67,256,1,207.2,0
375,102,34,0,0,8.4,415,101,VA,9.9,no,186.6,392-9342,86,25.67,11.17,no,2.67,131.4,7,151,0
376,143,54,3,39,8.96,415,72,AR,9.2,no,199.2,396-2867,120,35.17,10.86,yes,2.48,,1,206.9,0
377,96,139,0,25,7.37,415,79,NE,8.3,no,163.7,346-5349,83,23.51,6.85,yes,2.24,80.6,8,138.3,0
378,72,101,1,0,9.17,510,103,MI,8.8,no,203.8,350-2832,111,32.42,17.73,no,2.38,208.6,8,190.7,0
379,121,27,3,0,,510,92,NV,7.6,no,192.9,398-7414,106,30.19,25.23,no,2.05,296.8,3,177.6,0
380,88,90,2,0,7.19,415,108,TX,11,no,159.7,399-4413,121,18.63,11.7,no,2.97,137.6,5,109.6,0
381,92,68,3,24,,415,98,OH,14.2,yes,214.5,369-8574,108,21.37,23.45,yes,3.83,275.9,6,,1
382,112,94,1,0,6.6,510,112,WI,,no,146.7,355-6930,108,30.11,16.49,no,1.59,194,4,177.1,0
383,97,87,2,0,12.71,415,97,WI,10.6,no,282.5,331-4184,132,40.46,13.98,no,2.86,164.5,6,238,0
384,96,197,0,0,8.23,415,111,IA,,no,182.9,376-2922,109,39.76,18.61,no,2.57,218.9,3,233.9,0
385,117,138,3,0,10.1,510,128,NV,17,no,224.5,395-8595,115,29.14,9.79,no,4.59,115.2,4,171.4,0
386,112,155,2,23,9.62,415,106,OK,13.4,no,213.7,328-1206,123,41.46,11.31,yes,3.62,,11,243.9,0
387,107,76,3,22,1.04,415,136,AK,9.5,no,23.2,366-9781,102,27.22,14.34,yes,2.57,168.7,4,160.1,0
388,119,129,0,0,5.82,415,105,RI,13.1,no,129.4,369-5222,97,23.72,24.59,no,3.54,,8,139.5,0
389,97,18,3,0,9.09,408,107,GA,8.7,no,202,394-6382,105,33.49,17.31,no,2.35,203.7,3,197,0
390,100,183,1,0,13.69,415,78,NM,9.5,no,304.2,397-7453,107,32.3,20.96,no,2.57,,4,190,0
391,87,84,1,12,7.46,510,73,WI,10.7,no,165.8,378-9090,114,15.25,11.78,yes,2.89,138.6,2,89.7,0
392,123,205,2,0,8.47,510,81,IN,10.1,no,188.2,361-5864,67,8.48,12.81,no,2.73,150.7,4,49.9,0
393,125,75,1,0,11.55,408,86,CA,6.1,no,256.7,355-2909,80,28.27,13.45,no,1.65,158.2,5,,0
394,101,31,1,28,,415,86,IL,,no,241.6,396-5790,125,35.79,21.29,yes,3.11,250.5,2,210.5,0
395,93,50,3,31,8.73,408,119,TX,13.6,no,193.9,330-6436,103,51.46,20.44,yes,3.67,240.5,14,302.7,0
396,103,45,1,0,10.34,415,134,DC,9.7,no,229.7,384-6264,92,16.34,20.98,no,2.62,246.8,4,96.1,0
397,113,143,1,0,7.5,510,59,VA,9.2,no,166.7,387-7641,94,18.72,14.37,no,2.48,,2,110.1,0
398,120,99,1,0,11.9,415,92,DE,6,no,264.4,416-6628,94,43.25,13.54,no,1.62,159.3,5,254.4,0
399,63,136,0,0,10.08,510,95,DC,9.8,no,224,353-2763,119,34.77,17.75,no,2.65,208.8,2,204.5,0
400,80,102,1,0,7.61,415,133,MD,10.3,no,169.2,349-7362,105,46.09,14.62,no,2.78,172,5,271.1,0
401,90,145,2,24,11.34,408,108,SD,15.6,no,252.1,412-1194,102,25.08,14.93,yes,4.21,175.7,3,,0
402,106,194,0,0,10.13,510,150,GA,,no,225.2,333-6575,122,32.86,14.37,no,3.19,169,4,193.3,0
403,75,63,0,0,11.37,415,118,TN,11.2,no,252.7,374-6217,97,27.97,12.57,no,3.02,147.9,2,164.5,0
404,111,160,3,0,5.36,415,61,MD,11.5,no,119.1,348-3338,81,43.52,15.93,no,3.11,187.4,4,256,0
405,109,196,2,0,7.79,415,114,MO,9.1,no,173.1,393-2373,70,39.78,21.21,no,2.46,249.5,5,234,0
406,87,131,3,28,10.8,415,138,KS,7.6,no,239.9,401-5012,92,42.43,19.31,yes,2.05,227.2,3,249.6,0
407,93,154,3,0,9.26,415,119,NE,10.2,no,205.7,363-6896,121,32.54,17.46,no,2.75,205.4,3,191.4,0
408,134,95,4,0,9.36,408,71,NH,10.1,yes,208,400-8538,120,38.91,21.73,no,2.73,,2,228.9,1
409,107,125,2,39,7.89,415,110,GA,,no,175.4,380-6342,107,40.14,24.58,yes,2.46,289.2,4,236.1,0
410,95,74,2,0,12.62,408,36,CT,7.6,no,280.4,384-3389,77,26.71,18.11,no,2.05,213.1,3,157.1,0
411,69,146,1,0,10.27,408,98,WY,12.6,no,228.3,348-3581,80,18.53,22.59,no,3.4,265.8,2,109,0
412,89,42,0,0,6.44,408,123,MD,4,no,143.2,337-7163,105,33.41,20.51,no,1.08,,7,196.5,0
413,124,61,4,27,10.16,510,103,MS,6.4,no,225.7,414-8718,129,31.88,12.46,yes,1.73,146.6,6,187.5,1
414,98,70,1,0,10.29,408,102,MD,15,no,228.6,333-1967,76,28.93,13.19,no,4.05,155.2,2,170.2,0
415,107,58,2,0,8.15,415,88,AR,11.8,no,181.1,389-6082,84,40.61,15.91,no,3.19,187.2,3,238.9,0
416,88,120,2,0,10.42,415,99,ND,14,no,231.5,369-5810,90,30.12,22.98,no,3.78,270.4,2,177.2,0
417,136,74,0,0,10.68,408,104,WI,12,no,237.3,363-7979,133,30.16,20.43,no,3.24,240.3,3,177.4,0
418,115,217,4,0,,408,128,TX,9.3,no,306.6,385-7082,107,29.99,13.5,no,2.51,158.8,3,176.4,0
419,94,94,1,0,7.78,408,106,NV,7.9,yes,172.9,351-4025,76,15.22,28.89,no,2.13,339.9,1,89.5,1
420,94,107,1,0,10.22,408,125,CT,14.4,no,227.2,339-2734,125,17.58,16.09,no,3.89,189.3,3,103.4,0
421,116,80,0,0,8.73,415,93,CO,12.8,no,194.1,406-5710,100,33.12,17.84,no,3.46,209.9,3,194.8,0
422,69,143,1,24,10.57,408,116,KS,11.6,no,234.9,407-2081,138,31.72,18.87,yes,3.13,222,5,186.6,0
423,107,104,2,0,10.17,415,85,PA,17,no,226,396-1800,94,24.57,15.34,no,4.59,180.5,6,144.5,0
424,67,46,1,0,8.77,415,62,NY,9.7,no,194.8,414-5177,98,20.77,14.21,no,2.62,,6,122.2,0
425,90,155,0,0,8.25,510,119,GA,8.6,no,183.3,376-1641,103,12.1,25.87,no,2.32,304.4,4,71.2,0
426,123,124,1,0,11.49,408,104,NV,5.3,no,255.4,396-3068,93,25.69,15.93,no,1.43,187.4,3,,0
427,80,68,2,0,9.7,510,65,OH,15.5,no,215.6,380-9990,84,24.41,11.42,no,4.19,,5,143.6,0
428,96,96,1,27,8.07,415,101,MN,11.3,no,179.4,330-2881,97,44.42,18.78,yes,3.05,,2,261.3,0
429,104,107,2,27,10.86,510,152,VA,14.4,no,241.3,330-2662,63,48.18,19.05,yes,3.89,224.1,7,283.4,0
430,133,133,4,0,7.28,408,140,TX,8.4,no,161.8,401-4007,84,37.59,13.62,no,2.27,160.2,3,221.1,0
431,91,49,1,0,6.61,408,146,MT,8.9,no,146.8,353-8970,114,40.22,18.78,no,2.4,220.9,2,236.6,0
432,125,63,1,0,9.51,415,59,AZ,9.4,no,211.4,407-7035,88,10.01,14.42,no,2.54,169.6,3,58.9,0
433,106,84,2,38,11.72,408,106,ND,7.4,no,260.4,351-1894,87,32.81,13.06,yes,2,153.6,5,193,0
434,100,120,1,0,5.36,408,83,MI,8.3,no,119.2,409-3786,86,28.05,26.96,no,2.24,317.2,8,165,0
435,138,109,0,26,12.63,415,111,MI,,yes,280.7,402-9691,76,36.92,12.37,yes,2.51,145.5,3,217.2,0
436,134,60,1,0,9.18,408,85,KY,7.9,no,204,334-2729,103,23.02,17.5,no,2.13,205.9,4,135.4,0
437,83,149,1,0,11.89,408,81,OK,8.8,no,264.2,353-4002,79,31.89,17.12,no,2.38,201.4,1,187.6,0
438,97,85,2,0,7.73,415,95,AR,9.7,no,171.7,380-3974,88,16.44,16.47,no,2.62,193.8,3,96.7,0
